building_id,damage_grade
117107,0.5
566877,0.5
747500,0.0
343704,0.5
524021,1.0
698407,1.0
927743,1.0
618404,0.5
259577,0.5
729715,0.5
545313,1.0
884932,0.0
258239,1.0
887647,0.5
1049790,0.5
460282,0.5
233499,0.5
453454,1.0
432609,0.0
597468,0.5
1037193,0.0
89827,0.5
980021,1.0
290507,1.0
988369,0.5
476996,0.5
771061,0.0
65257,1.0
1038852,0.5
47497,1.0
512246,0.5
790159,0.5
838560,0.5
385005,0.5
1049470,1.0
511746,0.5
464443,0.5
961808,0.5
270841,1.0
564897,0.5
854364,1.0
457460,1.0
915464,1.0
968137,1.0
462457,0.5
996470,1.0
423322,0.0
192894,1.0
653339,0.5
83653,0.5
898324,0.0
799072,0.0
822274,1.0
975397,0.5
15665,0.0
354594,0.5
374000,0.0
563238,0.5
793945,0.5
5479,1.0
1005258,0.5
639564,0.5
265691,0.5
226736,0.5
737045,1.0
912541,0.5
908776,0.5
551411,0.5
346645,1.0
964928,0.0
257919,0.0
133998,0.5
194930,0.5
903580,0.5
362767,0.5
719207,1.0
843540,0.5
384055,1.0
925729,0.0
859958,0.5
143041,1.0
888374,0.0
525359,0.5
11718,0.5
259925,0.5
285746,0.5
514265,0.5
903361,0.5
696371,0.0
936264,0.5
865603,1.0
776026,1.0
749317,1.0
979466,1.0
1036570,1.0
950437,1.0
172998,0.5
246270,0.5
826011,1.0
884517,1.0
394060,1.0
602392,0.5
363074,0.0
637782,0.5
818888,0.5
692413,0.5
334390,0.5
872438,0.5
34714,0.5
204676,1.0
670830,0.5
294272,0.5
121645,0.5
679111,0.0
5373,0.5
175764,1.0
1037250,0.5
258072,1.0
376403,1.0
810700,1.0
406694,0.5
799900,0.5
366012,0.5
569940,0.5
410519,1.0
170930,1.0
435557,0.5
421977,1.0
786375,1.0
12966,0.5
959547,0.0
416978,0.5
70196,0.5
349703,0.5
795046,0.5
13360,1.0
835610,0.0
337470,0.5
42674,1.0
1032526,1.0
632119,0.5
818091,0.5
314523,1.0
870237,0.5
568171,1.0
635649,1.0
1015675,0.5
915971,1.0
710633,1.0
21514,0.5
19963,0.5
402609,0.5
753674,1.0
324885,0.0
933489,0.5
862747,0.5
475344,0.5
842498,1.0
318782,1.0
370360,0.5
500500,0.5
958117,0.5
905317,1.0
552111,0.5
101629,1.0
834807,0.0
511762,0.5
231900,0.5
798797,0.5
613201,0.5
115798,1.0
138623,0.5
350829,1.0
594270,0.0
576520,0.0
86951,0.5
343800,0.5
220340,0.0
272644,0.5
873535,0.5
360730,1.0
34371,0.5
719278,0.5
529478,1.0
762450,1.0
338761,1.0
404219,1.0
923241,1.0
828538,1.0
586030,1.0
874667,0.5
905296,1.0
158537,0.5
839504,0.5
964149,1.0
925964,1.0
1050285,0.5
521772,0.5
54461,0.0
221511,0.0
394600,1.0
782109,0.5
203261,0.0
204664,0.0
175742,0.5
189566,0.5
758110,0.0
446701,0.5
180957,0.5
846487,0.0
157388,1.0
656039,0.5
393373,0.5
848600,0.5
142654,0.5
749748,0.5
412535,0.5
828731,0.5
541494,0.5
547954,1.0
605120,0.5
1024429,0.0
671050,0.0
983312,0.0
194805,0.0
752140,0.5
1044041,1.0
966653,0.5
599024,0.0
918265,0.5
845581,0.5
210904,0.5
108895,1.0
216520,1.0
741802,1.0
573845,0.5
926959,1.0
939472,1.0
539938,1.0
224125,0.5
186366,0.5
372513,1.0
408829,0.5
195802,0.5
708212,0.5
960436,0.5
442958,0.5
2095,0.5
369584,1.0
844796,0.5
509342,1.0
1040810,0.5
143285,0.5
473223,0.0
650478,1.0
402686,1.0
592146,1.0
402434,0.5
589409,1.0
10047,0.5
709267,0.5
334577,1.0
820614,0.5
828297,1.0
964299,0.5
869974,0.5
162938,0.5
529575,0.5
494660,1.0
473868,1.0
264295,0.0
699791,0.5
352321,0.0
792717,0.5
587002,1.0
303098,0.5
57143,1.0
963316,1.0
504389,1.0
1035718,0.5
631967,0.5
365529,0.0
108156,0.5
755376,0.5
880198,0.5
624761,0.5
398696,1.0
385161,0.5
932275,1.0
213402,1.0
433872,0.5
591436,1.0
223579,0.5
626513,0.5
670813,1.0
61316,0.5
761984,1.0
153161,0.5
623252,1.0
695029,1.0
614195,0.5
341746,0.5
464318,0.5
358571,0.5
1039958,0.5
654242,1.0
156636,0.5
850792,1.0
195023,1.0
260108,1.0
931974,0.5
358361,0.5
75819,0.5
946640,0.5
364248,0.5
166837,0.5
445149,0.5
451626,0.0
176603,0.5
702616,0.5
447643,1.0
265952,1.0
989660,1.0
224516,0.5
950324,0.5
297133,0.0
392566,0.5
469204,0.0
667580,1.0
613917,1.0
879334,1.0
815818,0.5
994920,0.5
627322,0.5
769771,0.5
193895,0.5
291222,0.0
621897,1.0
277880,0.5
841133,1.0
810730,0.5
867168,1.0
490900,0.5
140570,0.5
181589,0.5
732305,1.0
290140,0.5
543611,1.0
94919,0.0
79824,0.5
802955,1.0
754405,0.5
698003,0.5
579517,0.5
968490,1.0
200363,0.5
267182,0.5
199812,0.5
256839,0.5
156922,0.5
633622,0.5
127505,0.5
1004230,0.5
80657,1.0
605778,0.5
1042528,0.5
125708,1.0
190811,0.5
999520,0.5
13117,0.5
153723,0.5
923805,0.5
23972,1.0
303516,0.5
329419,1.0
366166,0.5
466762,0.5
909642,0.5
375910,0.5
909560,0.5
533189,0.0
649823,1.0
794192,0.5
306848,0.0
691627,1.0
916862,0.5
860885,0.5
637188,0.0
855836,0.5
494549,0.5
223951,1.0
582556,0.5
727702,0.5
524371,0.5
237658,1.0
981687,1.0
700528,0.5
188873,1.0
615418,1.0
444343,1.0
1050374,0.0
269301,0.5
903172,1.0
562038,0.5
765212,1.0
716452,0.5
517327,1.0
1028313,0.5
679968,0.5
692372,0.5
470638,1.0
542390,1.0
500400,1.0
724572,1.0
960218,0.5
997198,0.5
1024956,1.0
136691,1.0
164203,1.0
417405,1.0
458252,0.5
628052,0.5
766971,0.5
765799,1.0
647304,1.0
537366,0.5
555744,0.5
609774,1.0
75930,0.5
507345,1.0
235883,0.5
462288,0.5
475902,0.5
1031836,0.5
459527,0.5
143298,0.5
808003,0.5
792223,0.5
946307,1.0
286758,0.5
529159,0.0
338071,0.5
12244,0.0
904055,1.0
240382,0.5
333395,0.5
978688,0.5
105015,1.0
925075,1.0
306738,0.5
90881,0.5
662629,1.0
822616,0.5
541914,0.5
133894,0.5
124466,0.5
597626,0.0
490195,0.5
934906,0.0
267571,1.0
783004,1.0
788968,1.0
964602,1.0
496960,1.0
138890,0.5
871546,0.5
1047765,0.0
233314,0.5
804936,1.0
242348,0.0
521737,0.5
464027,0.5
540203,1.0
776378,0.5
990790,0.5
500061,0.5
591186,0.5
595723,0.5
663818,1.0
788158,0.5
907660,1.0
183631,0.5
31295,1.0
271658,0.5
612337,0.5
359524,0.0
233302,1.0
58652,1.0
426991,0.0
291907,0.0
852862,0.5
340101,0.5
59811,0.5
581576,0.5
57922,0.5
802845,1.0
446125,0.5
293613,1.0
179913,0.5
136211,1.0
115214,0.5
131468,0.5
296402,0.5
752666,0.5
129374,1.0
106292,0.5
539946,1.0
774433,0.5
608110,0.5
344788,1.0
176654,0.5
637899,0.5
1048118,1.0
917880,0.0
1015027,0.5
19645,1.0
856765,0.5
841725,0.5
765852,0.5
119113,0.5
447993,0.5
67924,0.5
795384,1.0
409810,0.5
441078,0.5
129329,0.0
68949,0.5
289989,0.5
582707,0.5
257137,0.5
913266,1.0
48327,0.5
505399,0.5
164881,0.5
174798,1.0
322052,0.5
6220,0.5
959468,1.0
854197,0.0
663193,0.5
756717,0.0
87320,1.0
487092,1.0
890442,1.0
57452,0.5
166539,1.0
563910,1.0
448078,1.0
281886,0.5
885837,1.0
487122,1.0
517025,1.0
188591,0.5
1016081,0.5
635016,1.0
244988,0.5
175362,1.0
153751,0.5
450051,0.5
567556,0.5
180242,0.5
1037387,1.0
427709,1.0
338331,0.5
175295,0.0
190657,0.5
499572,0.5
404723,0.5
933382,0.5
444920,0.0
859422,0.5
641115,0.5
279135,1.0
136665,1.0
906214,1.0
251752,0.5
741214,1.0
995045,0.5
942960,0.0
31055,0.0
79484,0.5
283527,0.5
821667,1.0
1046774,1.0
397613,0.5
329802,0.0
62856,1.0
480897,0.5
331096,1.0
20454,1.0
148451,1.0
309069,0.5
1015552,0.5
161527,1.0
646352,0.5
649191,0.5
738463,0.5
548124,0.5
815262,1.0
74660,0.5
833968,0.5
890312,1.0
787189,0.5
860456,0.5
458965,0.5
107638,0.5
172467,1.0
490652,0.5
682960,1.0
921648,0.5
939221,0.0
492403,0.5
367619,0.5
215109,1.0
865497,1.0
722025,0.0
922502,1.0
829346,0.5
651553,0.0
705153,0.5
801513,0.5
953909,0.5
328332,0.0
86149,0.0
994663,1.0
473895,1.0
825533,0.5
984945,0.0
141555,0.5
889491,0.5
44720,0.5
589324,0.5
973265,0.5
113742,0.5
96808,1.0
664432,0.0
635694,0.5
722696,1.0
467187,0.5
173762,1.0
408894,0.5
465912,0.5
514459,0.5
658455,0.5
723100,0.5
256826,0.5
74777,1.0
115253,1.0
1021341,0.5
1022848,0.5
50846,0.5
369214,0.0
529772,0.5
409189,1.0
68229,1.0
160548,1.0
291586,0.0
946019,0.0
435809,0.0
656655,0.5
324469,0.5
1030085,0.5
1020488,0.5
926021,0.5
649443,0.5
260050,0.5
117310,0.5
921315,0.5
222716,0.5
311145,0.5
293077,0.5
518151,1.0
768937,0.5
70936,1.0
99991,0.0
765944,0.0
470563,0.5
550861,0.5
43036,0.5
898068,1.0
111480,1.0
153641,1.0
993948,0.5
622946,0.5
321106,0.5
967362,0.5
868080,1.0
463847,0.5
386120,0.5
480129,0.5
595523,1.0
189516,0.5
963569,0.5
235638,1.0
194608,1.0
909656,0.5
728469,0.5
303039,0.5
10360,0.5
603606,0.5
622401,1.0
904666,0.0
1007467,0.5
392822,0.5
1025349,1.0
774429,1.0
743195,0.5
468795,0.5
480814,1.0
96248,1.0
923687,1.0
650567,0.5
1236,1.0
1013735,0.5
394003,1.0
847949,1.0
115558,0.5
1052121,0.5
364055,0.5
1323,1.0
185703,1.0
91858,1.0
1034568,0.5
791397,1.0
296308,0.5
794578,0.5
534275,0.5
673673,0.5
534221,0.5
290980,0.0
343802,1.0
10337,0.5
1013270,0.5
264205,0.5
936594,1.0
897749,0.5
163423,0.5
329002,0.5
1003893,1.0
749524,0.0
162441,1.0
589785,0.5
800427,1.0
403199,0.5
290807,1.0
60798,0.5
440148,1.0
730483,0.0
905234,0.5
642796,1.0
1029428,0.5
164235,0.5
981576,0.5
89335,0.5
797052,0.5
904099,1.0
807983,1.0
251453,0.5
960207,0.0
379490,0.5
944554,0.5
612418,0.5
328451,0.5
313837,0.5
231696,0.0
477543,0.5
741842,1.0
831558,0.5
78198,0.5
521968,0.0
129426,0.5
810212,0.5
738226,0.5
403410,1.0
208337,0.5
92646,0.5
204879,0.5
845483,0.5
650298,0.5
325083,1.0
766923,0.5
710178,0.5
758032,0.5
276625,1.0
330489,1.0
802870,0.5
766679,0.5
223181,0.5
668761,1.0
615175,1.0
956645,0.0
1008763,0.5
258860,0.5
865391,0.5
335302,0.5
975963,1.0
171513,0.5
700386,0.5
731953,1.0
736764,1.0
453475,0.5
139246,0.5
720228,0.5
251708,1.0
921312,1.0
747774,0.5
33717,1.0
817048,0.5
976868,0.5
857204,1.0
115235,1.0
743307,0.5
328631,1.0
402862,0.5
445902,0.5
145669,0.5
1030942,1.0
640494,0.5
66045,0.5
504363,0.5
185273,0.5
602164,0.5
75861,0.5
90610,1.0
858734,1.0
327182,0.5
411669,1.0
37322,0.5
762070,1.0
716979,1.0
603257,0.5
545037,0.0
485137,0.5
298863,0.5
985153,0.0
663516,1.0
613281,0.5
686125,0.5
785085,1.0
922942,1.0
293276,0.5
17130,0.5
46946,0.5
81465,0.5
122280,0.5
752890,0.5
453197,0.0
398137,0.5
656357,0.5
532231,1.0
532642,0.5
197467,0.5
823089,0.0
490782,1.0
92280,1.0
674407,0.5
828899,0.5
74455,0.5
114816,0.5
564778,0.5
75895,1.0
535869,0.5
850962,1.0
849997,0.0
379477,1.0
687113,1.0
148232,0.5
385450,0.5
844519,1.0
830201,0.5
864829,1.0
421958,0.5
311165,0.5
274484,1.0
550561,1.0
292048,1.0
889969,0.0
317475,1.0
357681,1.0
42812,1.0
371334,0.5
11313,0.5
329454,0.5
987842,1.0
569645,1.0
611472,0.5
165930,0.5
346395,0.5
911168,0.5
656592,0.5
398233,0.5
164289,0.5
181056,0.5
208488,0.0
869978,0.0
967152,0.5
849250,0.0
412217,1.0
731257,1.0
970704,1.0
160664,0.5
784887,0.5
215431,0.5
204014,0.5
88913,0.0
686573,0.5
928536,1.0
28696,0.5
228660,1.0
805866,0.0
527991,1.0
89201,1.0
216684,0.0
555797,0.5
325474,1.0
1046978,0.5
336809,0.5
274193,0.0
921324,0.5
1046618,1.0
973508,0.5
726305,0.0
154407,0.5
410679,1.0
63610,0.0
48262,0.5
319144,0.5
1045402,1.0
854279,0.5
157383,0.5
4375,0.5
656323,0.5
217057,0.5
90120,0.5
447972,1.0
332744,0.5
684273,0.5
400995,1.0
423950,1.0
135784,1.0
939922,0.5
319593,0.5
787163,0.5
742079,0.0
102819,1.0
532569,0.5
387060,0.5
489396,1.0
507254,0.5
258438,0.5
3777,1.0
362091,0.0
226931,1.0
601511,1.0
210574,0.5
702461,0.0
460382,0.5
335128,1.0
208996,0.0
688489,1.0
294382,0.5
822238,0.5
711275,1.0
213630,0.0
261198,0.5
893681,0.5
294264,0.5
853521,0.5
702107,0.5
589990,1.0
304465,1.0
204073,0.5
376985,1.0
342985,0.5
16508,0.5
7560,1.0
244890,0.5
783865,0.5
122729,1.0
670408,0.5
198122,0.5
310676,0.5
86205,1.0
1025820,1.0
418572,0.5
833958,0.5
427132,1.0
242057,0.5
13808,0.5
899997,1.0
467843,1.0
953345,1.0
451672,1.0
443930,0.0
1048854,1.0
276078,1.0
844463,1.0
371428,0.0
11200,1.0
929608,1.0
794510,0.5
555430,1.0
571185,0.0
356954,1.0
291614,1.0
712973,0.5
45284,0.0
163414,0.0
27968,1.0
863731,0.5
493363,1.0
106726,0.0
487208,0.5
518938,1.0
614848,1.0
205410,1.0
357942,0.5
1051637,0.0
42162,1.0
866888,1.0
640132,0.5
306647,0.5
234975,1.0
411950,0.5
82194,1.0
460926,1.0
743155,0.5
956028,1.0
302507,1.0
28644,0.5
460949,1.0
152755,1.0
232426,0.5
310812,1.0
215003,1.0
554614,0.5
441337,0.5
697661,1.0
449643,0.5
87974,0.0
299992,1.0
852246,0.5
365932,0.0
454895,1.0
683150,1.0
223796,0.5
13596,0.5
378727,0.5
1049267,1.0
561892,0.5
629375,0.5
380399,0.5
65577,1.0
790549,1.0
1002998,0.5
261305,0.5
51200,0.0
1004820,0.5
22246,1.0
602713,0.5
263029,0.5
214556,0.0
60919,0.5
238947,0.0
612234,0.0
980286,0.5
656028,1.0
921185,0.5
908243,0.5
292650,0.0
197783,0.5
773398,0.5
794004,1.0
204847,0.5
618848,0.5
128975,0.5
304133,1.0
631245,1.0
815170,0.5
836757,0.5
871833,1.0
898118,0.5
1004508,0.5
629630,0.0
59283,0.5
336256,0.0
550284,0.5
618732,1.0
115534,0.5
700524,0.5
440058,1.0
636743,1.0
620569,0.5
800379,0.5
581652,1.0
586012,0.5
341384,0.5
417854,0.5
759782,0.5
852698,1.0
1010475,0.5
493441,0.5
885671,0.5
900650,1.0
678060,0.5
317652,0.5
366649,0.5
61531,1.0
48683,1.0
29341,1.0
809987,1.0
58279,0.5
665157,0.5
135264,0.5
1038235,0.5
796398,0.5
147813,1.0
157752,0.5
363545,0.5
882052,1.0
113302,0.5
309162,0.5
969634,0.5
597272,1.0
750435,1.0
941107,1.0
488578,1.0
107615,0.5
1028365,1.0
434716,0.5
566312,0.5
915040,0.5
24928,0.5
865200,0.5
446867,0.5
697278,0.5
789142,1.0
223074,1.0
797271,0.0
518186,0.5
632556,0.5
93094,0.5
743474,0.0
337412,0.5
861245,0.5
260830,1.0
225588,1.0
43080,0.5
994094,1.0
1043699,0.5
274370,0.5
126127,0.5
236702,0.5
1029875,1.0
851377,0.5
182972,1.0
1043079,0.5
781193,0.5
773336,0.5
974676,0.5
710936,0.5
31080,0.5
855746,0.5
17746,0.5
975985,0.5
12771,0.5
34734,1.0
293758,1.0
589564,0.5
116868,0.5
14337,0.0
814816,1.0
992622,0.5
345088,0.5
72972,0.0
174500,0.5
573656,0.5
158670,0.0
416813,0.5
388432,0.5
874042,0.5
673536,0.5
180268,0.0
171116,0.5
257982,0.5
893025,1.0
728519,0.5
21734,1.0
1014745,0.5
848163,0.5
556502,0.5
243903,0.5
284450,1.0
681716,0.5
131151,0.5
629851,0.5
590242,0.5
655057,0.5
124296,0.5
50244,0.5
936196,0.0
503057,0.0
502121,0.5
284343,1.0
826405,1.0
205052,1.0
416134,0.5
536742,0.5
518147,0.5
338524,0.5
652622,0.5
290491,0.5
405056,0.5
647922,1.0
565141,1.0
943234,1.0
970682,1.0
518931,0.5
616109,0.5
835418,0.5
127821,0.5
42748,0.5
523649,0.5
174065,1.0
113294,0.5
931250,0.5
497109,0.5
948444,0.5
472591,0.5
441412,0.5
1028708,0.5
729464,1.0
121325,0.5
956089,0.0
868602,1.0
172780,1.0
928439,1.0
497500,0.5
140882,0.5
273889,1.0
605292,0.5
777189,1.0
862043,0.5
139738,0.5
34567,0.5
1007697,0.5
409798,0.5
733541,1.0
841894,1.0
240056,1.0
371369,0.5
145012,1.0
1026095,0.5
941855,1.0
504540,1.0
717358,0.5
658562,1.0
349614,0.5
171617,0.5
813559,0.5
448660,0.0
290396,0.5
89951,1.0
732529,1.0
802079,1.0
185727,1.0
72463,1.0
49039,0.5
359400,0.5
964486,0.5
457984,1.0
823552,0.5
636805,1.0
589845,0.5
732941,0.5
789333,0.5
982262,0.5
125797,0.5
823727,0.0
881482,0.5
608887,0.5
789998,0.5
748027,0.5
594351,0.5
99220,1.0
321612,0.5
254857,0.5
10648,0.5
36270,1.0
1008166,0.5
306950,0.5
46928,0.5
375839,1.0
309782,1.0
560666,0.5
622015,0.5
649607,1.0
553385,0.5
407711,0.5
732438,1.0
197130,0.5
291642,1.0
562048,0.5
171462,1.0
38640,0.5
577146,0.5
423370,0.5
832932,1.0
610116,0.0
432220,0.5
519951,1.0
1024027,1.0
266271,0.5
684042,0.5
93278,0.0
701691,1.0
547150,0.5
180861,0.5
724773,0.5
843811,1.0
618116,1.0
230830,1.0
683452,1.0
256319,0.5
532998,0.5
692133,0.5
136790,0.5
2588,0.5
941974,0.5
555475,1.0
378214,0.5
225837,1.0
114861,1.0
835646,1.0
308994,0.5
273130,0.5
286929,0.5
848195,0.5
68800,0.5
472365,1.0
1000925,0.5
294738,0.5
791031,0.0
840499,0.5
224646,1.0
620003,0.5
998931,0.5
242217,1.0
710718,1.0
327465,0.5
214308,0.5
222436,0.5
526574,0.5
514915,0.5
278755,1.0
453010,0.5
626745,0.5
492576,0.5
654085,0.5
57588,0.5
510793,1.0
183697,1.0
529549,1.0
340978,0.0
825913,0.5
12527,0.5
298055,0.5
321485,0.5
759808,1.0
484416,0.5
356859,0.0
950460,1.0
272191,0.5
573475,0.5
529397,0.5
857371,1.0
471942,1.0
656181,0.5
396381,0.0
943339,0.5
375961,0.0
87754,1.0
375681,1.0
853113,0.0
758295,0.5
159582,0.5
278128,0.5
507051,0.5
240774,0.5
187203,1.0
319062,1.0
256549,0.5
577595,0.5
757108,0.5
616844,1.0
946273,0.5
997315,1.0
272757,0.5
82407,0.5
109628,0.5
3649,1.0
657331,0.5
54888,1.0
823836,0.5
359646,0.5
662794,0.0
734569,1.0
448977,1.0
562837,1.0
188484,0.5
731124,0.5
1044470,0.5
119197,0.0
1030816,0.5
670013,1.0
415925,0.5
96680,0.5
783077,1.0
88863,1.0
711395,0.0
285135,0.5
708174,0.5
846327,0.5
134914,0.5
239442,0.5
378032,0.5
680720,1.0
386621,0.5
937837,0.5
522643,0.5
354416,1.0
108570,0.5
66256,1.0
320029,0.5
858752,1.0
773527,0.5
61312,1.0
257904,0.5
985424,0.5
558905,1.0
633748,0.5
1046069,0.5
40199,0.5
721883,1.0
745155,1.0
684547,0.5
685650,0.5
316894,0.5
217451,0.5
697714,1.0
569563,0.5
646454,0.5
385326,0.5
708880,0.5
915347,1.0
789645,0.0
24366,0.5
493000,0.5
141567,0.5
806010,0.5
983016,0.5
989049,0.0
463287,0.5
319368,0.0
687218,0.5
139713,1.0
276430,0.5
500282,1.0
219349,0.5
544704,0.5
714007,0.5
837534,0.5
920299,0.5
518269,1.0
564257,1.0
990504,0.5
310184,0.0
346858,1.0
42025,0.5
187035,1.0
767214,0.5
718753,1.0
967772,1.0
323402,0.5
589145,1.0
774686,0.5
15089,0.5
390096,0.0
50365,0.5
397234,0.5
1038351,0.5
870343,1.0
413813,0.5
608692,0.5
15330,0.5
1046390,1.0
733664,0.5
854326,0.5
311484,0.5
459541,1.0
754044,0.5
547108,0.5
708065,0.0
827037,1.0
205220,0.5
57063,0.5
294579,0.5
554846,0.5
197745,0.5
543757,0.5
59678,1.0
62398,1.0
766746,0.0
231931,1.0
586135,0.5
118985,0.5
531503,1.0
512168,0.5
275201,0.0
127443,0.0
372499,0.0
937676,1.0
265546,1.0
616060,1.0
802890,1.0
119200,1.0
299375,0.5
678588,0.5
294461,0.0
875314,1.0
970132,1.0
929092,1.0
386017,0.5
950962,1.0
444638,0.0
131521,0.5
273432,1.0
410201,0.5
11036,0.0
47122,0.0
669057,0.5
51922,0.5
420346,0.5
579169,0.5
193794,0.0
438410,1.0
1023425,1.0
549680,0.5
245498,0.5
943829,0.5
879741,0.5
965650,1.0
940100,1.0
346800,0.5
675298,0.5
34725,0.5
251039,1.0
259490,1.0
170188,0.5
317863,0.5
219864,0.5
824627,0.5
23598,0.5
483665,0.5
897993,0.5
471920,0.5
129487,0.5
872774,1.0
859392,0.5
956941,1.0
440010,0.0
774106,1.0
34363,0.5
540326,0.5
238019,0.5
106004,0.5
184588,1.0
238348,0.5
1047073,1.0
790813,0.5
397397,1.0
564225,0.5
807533,0.5
614889,0.5
824249,0.5
594969,0.5
583437,0.5
391216,0.5
63821,0.0
432427,0.5
530306,0.5
184433,0.5
170820,0.0
224766,1.0
994523,1.0
496552,0.0
671113,1.0
745173,0.5
282386,0.5
356992,0.0
57823,0.0
63373,0.5
331089,1.0
819224,0.5
567623,0.5
345734,0.5
19344,1.0
42115,0.5
142528,1.0
32549,1.0
844441,1.0
39232,1.0
757035,0.5
571712,0.5
423807,0.5
322228,1.0
102948,1.0
656610,1.0
213839,0.5
387837,1.0
902814,0.5
741562,0.5
747882,1.0
41996,0.5
432166,1.0
1000691,0.5
533900,0.5
1028088,0.5
825407,0.5
1004425,0.5
76899,0.5
798445,0.0
392310,1.0
839011,1.0
540980,0.5
221023,0.5
847054,1.0
802427,0.0
896447,1.0
380501,0.5
433224,1.0
316628,0.5
29491,1.0
245800,0.0
321879,0.5
187906,0.5
493843,1.0
1024354,0.5
100792,0.5
258322,0.5
506366,1.0
156707,1.0
389814,0.0
896277,0.5
917503,1.0
917162,1.0
650851,1.0
148662,0.0
211,1.0
918042,0.5
697305,0.5
537320,0.5
585242,0.0
38544,0.5
249406,0.5
1012506,0.5
510269,0.0
450848,0.5
386871,0.5
1030814,0.0
226551,1.0
650268,1.0
940668,1.0
956468,0.5
968893,1.0
997384,1.0
1019660,0.5
184968,0.0
474006,1.0
206602,0.5
448445,1.0
922198,0.5
776145,0.5
164864,0.5
888588,1.0
961118,1.0
467413,0.5
132695,0.5
960540,0.5
741768,0.0
410673,1.0
311968,1.0
1033219,0.5
115790,0.5
907339,0.5
802114,0.0
523172,1.0
237985,1.0
414056,0.5
19565,1.0
136768,0.5
392663,0.5
764961,1.0
767851,0.5
531813,1.0
765561,0.0
875980,0.5
383579,1.0
930356,0.5
507416,1.0
490910,0.5
404816,0.5
787083,0.5
460055,1.0
436228,1.0
286132,1.0
573022,1.0
225285,1.0
610289,1.0
977231,1.0
118996,1.0
276735,0.5
618134,0.5
223600,0.5
